SLV spot evolve sweep (2025-01-08 -> 2026-01-08, use_rth=False, bar_size=10 mins, offline=True, base=default, axis=hf_scalp, jobs=12, long_only=False realism=v2 spread=0.01 comm=0.005 comm_min=1 slip=0 sizing=risk_pct risk=0.01 max_notional=0.5)

HF scalper: stage1 (stacked stop+flip) — Top by pnl/dd
------------------------------------------------------
 1. tr= 539 win= 43.0% pnl=     363.0 dd=  7631.7 pnl/dd=  0.05 roi=  0.36% dd%=  7.63% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
 2. tr= 544 win= 42.8% pnl=     -44.8 dd=  7756.6 pnl/dd= -0.01 roi= -0.04% dd%=  7.76% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
 3. tr= 543 win= 42.2% pnl=    -420.1 dd=  8080.9 pnl/dd= -0.05 roi= -0.42% dd%=  8.08% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
 4. tr= 510 win= 43.3% pnl=    -596.6 dd= 10598.5 pnl/dd= -0.06 roi= -0.60% dd%= 10.60% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
 5. tr= 509 win= 43.0% pnl=    -771.6 dd= 10702.1 pnl/dd= -0.07 roi= -0.77% dd%= 10.70% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
 6. tr= 511 win= 43.1% pnl=    -851.7 dd= 10607.5 pnl/dd= -0.08 roi= -0.85% dd%= 10.61% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
 7. tr= 564 win= 44.0% pnl=   -1843.8 dd=  9323.5 pnl/dd= -0.20 roi= -1.84% dd%=  9.32% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
 8. tr= 564 win= 43.4% pnl=   -2107.9 dd=  9568.6 pnl/dd= -0.22 roi= -2.11% dd%=  9.57% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
 9. tr= 563 win= 43.3% pnl=   -2361.6 dd=  9807.9 pnl/dd= -0.24 roi= -2.36% dd%=  9.81% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
10. tr= 508 win= 41.7% pnl=   -2884.1 dd= 10184.1 pnl/dd= -0.28 roi= -2.88% dd%= 10.18% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
11. tr= 513 win= 42.3% pnl=   -3152.1 dd= 10194.9 pnl/dd= -0.31 roi= -3.15% dd%= 10.19% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
12. tr= 518 win= 40.9% pnl=   -4621.3 dd= 10782.1 pnl/dd= -0.43 roi= -4.62% dd%= 10.78% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
13. tr= 540 win= 42.0% pnl=   -7195.6 dd= 15876.5 pnl/dd= -0.45 roi= -7.20% dd%= 15.88% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
14. tr= 540 win= 41.9% pnl=   -7207.4 dd= 15885.6 pnl/dd= -0.45 roi= -7.21% dd%= 15.89% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
15. tr= 540 win= 41.9% pnl=   -7207.4 dd= 15885.6 pnl/dd= -0.45 roi= -7.21% dd%= 15.89% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1

HF scalper: stage1 (stacked stop+flip) — Top by pnl
---------------------------------------------------
 1. tr= 539 win= 43.0% pnl=     363.0 dd=  7631.7 pnl/dd=  0.05 roi=  0.36% dd%=  7.63% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
 2. tr= 544 win= 42.8% pnl=     -44.8 dd=  7756.6 pnl/dd= -0.01 roi= -0.04% dd%=  7.76% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
 3. tr= 543 win= 42.2% pnl=    -420.1 dd=  8080.9 pnl/dd= -0.05 roi= -0.42% dd%=  8.08% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
 4. tr= 510 win= 43.3% pnl=    -596.6 dd= 10598.5 pnl/dd= -0.06 roi= -0.60% dd%= 10.60% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
 5. tr= 509 win= 43.0% pnl=    -771.6 dd= 10702.1 pnl/dd= -0.07 roi= -0.77% dd%= 10.70% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
 6. tr= 511 win= 43.1% pnl=    -851.7 dd= 10607.5 pnl/dd= -0.08 roi= -0.85% dd%= 10.61% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
 7. tr= 564 win= 44.0% pnl=   -1843.8 dd=  9323.5 pnl/dd= -0.20 roi= -1.84% dd%=  9.32% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
 8. tr= 564 win= 43.4% pnl=   -2107.9 dd=  9568.6 pnl/dd= -0.22 roi= -2.11% dd%=  9.57% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
 9. tr= 563 win= 43.3% pnl=   -2361.6 dd=  9807.9 pnl/dd= -0.24 roi= -2.36% dd%=  9.81% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
10. tr= 508 win= 41.7% pnl=   -2884.1 dd= 10184.1 pnl/dd= -0.28 roi= -2.88% dd%= 10.18% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
11. tr= 513 win= 42.3% pnl=   -3152.1 dd= 10194.9 pnl/dd= -0.31 roi= -3.15% dd%= 10.19% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
12. tr= 518 win= 40.9% pnl=   -4621.3 dd= 10782.1 pnl/dd= -0.43 roi= -4.62% dd%= 10.78% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
13. tr= 540 win= 42.0% pnl=   -7195.6 dd= 15876.5 pnl/dd= -0.45 roi= -7.20% dd%= 15.88% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
14. tr= 540 win= 41.9% pnl=   -7207.4 dd= 15885.6 pnl/dd= -0.45 roi= -7.21% dd%= 15.89% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
15. tr= 540 win= 41.9% pnl=   -7207.4 dd= 15885.6 pnl/dd= -0.45 roi= -7.21% dd%= 15.89% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1

HF scalper: stage1 (stacked stop+flip) — Top by trades
-----------------------------------------------------
 1. tr= 564 win= 43.4% pnl=  -2107.9 dd=  9568.6 pnl/dd= -0.22 roi= -2.11% dd%=  9.57% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
 2. tr= 564 win= 44.0% pnl=  -1843.8 dd=  9323.5 pnl/dd= -0.20 roi= -1.84% dd%=  9.32% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
 3. tr= 563 win= 43.3% pnl=  -2361.6 dd=  9807.9 pnl/dd= -0.24 roi= -2.36% dd%=  9.81% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
 4. tr= 544 win= 42.8% pnl=    -44.8 dd=  7756.6 pnl/dd= -0.01 roi= -0.04% dd%=  7.76% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
 5. tr= 543 win= 42.2% pnl=   -420.1 dd=  8080.9 pnl/dd= -0.05 roi= -0.42% dd%=  8.08% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
 6. tr= 540 win= 41.9% pnl=  -7207.4 dd= 15885.6 pnl/dd= -0.45 roi= -7.21% dd%= 15.89% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
 7. tr= 540 win= 41.9% pnl=  -7207.4 dd= 15885.6 pnl/dd= -0.45 roi= -7.21% dd%= 15.89% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
 8. tr= 540 win= 42.0% pnl=  -7195.6 dd= 15876.5 pnl/dd= -0.45 roi= -7.20% dd%= 15.88% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
 9. tr= 539 win= 43.0% pnl=    363.0 dd=  7631.7 pnl/dd=  0.05 roi=  0.36% dd%=  7.63% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
10. tr= 518 win= 40.9% pnl=  -4621.3 dd= 10782.1 pnl/dd= -0.43 roi= -4.62% dd%= 10.78% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
11. tr= 513 win= 42.3% pnl=  -3152.1 dd= 10194.9 pnl/dd= -0.31 roi= -3.15% dd%= 10.19% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
12. tr= 511 win= 43.1% pnl=   -851.7 dd= 10607.5 pnl/dd= -0.08 roi= -0.85% dd%= 10.61% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1
13. tr= 510 win= 43.3% pnl=   -596.6 dd= 10598.5 pnl/dd= -0.06 roi= -0.60% dd%= 10.60% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1
14. tr= 509 win= 43.0% pnl=   -771.6 dd= 10702.1 pnl/dd= -0.07 roi= -0.77% dd%= 10.70% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1
15. tr= 508 win= 41.7% pnl=  -2884.1 dd= 10184.1 pnl/dd= -0.28 roi= -2.88% dd%= 10.18% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1

HF scalper: stage2 seeds=14 (pool=15 target_trades=500)

HF scalper: stage2 (cadence knobs) — Top by pnl/dd
--------------------------------------------------
 1. tr= 529 win= 43.5% pnl=    1262.5 dd=  6728.5 pnl/dd=  0.19 roi=  1.26% dd%=  6.73% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=0 cd=2 close_eod=0 confirm=0
 2. tr= 534 win= 43.4% pnl=     926.3 dd=  6756.5 pnl/dd=  0.14 roi=  0.93% dd%=  6.76% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=0 cd=2 close_eod=0 confirm=0
 3. tr= 534 win= 43.1% pnl=     788.8 dd=  6881.4 pnl/dd=  0.11 roi=  0.79% dd%=  6.88% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=0 cd=2 close_eod=0 confirm=0
 4. tr= 539 win= 43.0% pnl=     363.0 dd=  7631.7 pnl/dd=  0.05 roi=  0.36% dd%=  7.63% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=0 cd=0 close_eod=0 confirm=0
 5. tr= 502 win= 44.0% pnl=     213.3 dd=  9613.3 pnl/dd=  0.02 roi=  0.21% dd%=  9.61% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=0 cd=2 close_eod=0 confirm=0
 6. tr= 529 win= 43.3% pnl=     112.4 dd=  6730.7 pnl/dd=  0.02 roi=  0.11% dd%=  6.73% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=1 cd=2 close_eod=0 confirm=0
 7. tr= 529 win= 43.3% pnl=      32.4 dd=  6728.5 pnl/dd=  0.00 roi=  0.03% dd%=  6.73% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=2 cd=2 close_eod=0 confirm=0
 8. tr= 501 win= 43.7% pnl=      38.3 dd=  9717.5 pnl/dd=  0.00 roi=  0.04% dd%=  9.72% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=0 cd=2 close_eod=0 confirm=0
 9. tr= 503 win= 43.7% pnl=     -42.7 dd=  9622.2 pnl/dd= -0.00 roi= -0.04% dd%=  9.62% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=0 cd=2 close_eod=0 confirm=0
10. tr= 544 win= 42.8% pnl=     -44.8 dd=  7756.6 pnl/dd= -0.01 roi= -0.04% dd%=  7.76% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=0 cd=0 close_eod=0 confirm=0
11. tr= 534 win= 43.3% pnl=    -224.9 dd=  6757.6 pnl/dd= -0.03 roi= -0.22% dd%=  6.76% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=1 cd=2 close_eod=0 confirm=0
12. tr= 534 win= 43.3% pnl=    -299.0 dd=  6756.5 pnl/dd= -0.04 roi= -0.30% dd%=  6.76% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=2 cd=2 close_eod=0 confirm=0
13. tr= 534 win= 42.9% pnl=    -355.5 dd=  6883.0 pnl/dd= -0.05 roi= -0.36% dd%=  6.88% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=1 cd=2 close_eod=0 confirm=0
14. tr= 543 win= 42.2% pnl=    -420.1 dd=  8080.9 pnl/dd= -0.05 roi= -0.42% dd%=  8.08% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=0 cd=0 close_eod=0 confirm=0
15. tr= 510 win= 43.3% pnl=    -596.6 dd= 10598.5 pnl/dd= -0.06 roi= -0.60% dd%= 10.60% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=0 cd=0 close_eod=0 confirm=0
16. tr= 534 win= 42.9% pnl=    -434.9 dd=  6881.4 pnl/dd= -0.06 roi= -0.43% dd%=  6.88% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=2 cd=2 close_eod=0 confirm=0
17. tr= 509 win= 43.0% pnl=    -771.6 dd= 10702.1 pnl/dd= -0.07 roi= -0.77% dd%= 10.70% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=0 cd=0 close_eod=0 confirm=0
18. tr= 511 win= 43.1% pnl=    -851.7 dd= 10607.5 pnl/dd= -0.08 roi= -0.85% dd%= 10.61% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=0 cd=0 close_eod=0 confirm=0
19. tr= 539 win= 42.9% pnl=    -775.3 dd=  7634.6 pnl/dd= -0.10 roi= -0.78% dd%=  7.63% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=1 cd=0 close_eod=0 confirm=0
20. tr= 502 win= 43.8% pnl=   -1004.4 dd=  9613.3 pnl/dd= -0.10 roi= -1.00% dd%=  9.61% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=2 cd=2 close_eod=0 confirm=0
21. tr= 502 win= 43.8% pnl=   -1004.5 dd=  9613.3 pnl/dd= -0.10 roi= -1.00% dd%=  9.61% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=1 cd=2 close_eod=0 confirm=0
22. tr= 539 win= 42.9% pnl=    -855.6 dd=  7631.7 pnl/dd= -0.11 roi= -0.86% dd%=  7.63% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=2 cd=0 close_eod=0 confirm=0
23. tr= 509 win= 43.4% pnl=    -987.2 dd=  8736.3 pnl/dd= -0.11 roi= -0.99% dd%=  8.74% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=0 cd=2 close_eod=0 confirm=1
24. tr= 509 win= 43.4% pnl=    -987.2 dd=  8736.3 pnl/dd= -0.11 roi= -0.99% dd%=  8.74% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=1 cd=2 close_eod=0 confirm=1
25. tr= 509 win= 43.4% pnl=   -1003.6 dd=  8736.0 pnl/dd= -0.11 roi= -1.00% dd%=  8.74% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=2 cd=2 close_eod=0 confirm=1
26. tr= 501 win= 43.5% pnl=   -1175.7 dd=  9717.5 pnl/dd= -0.12 roi= -1.18% dd%=  9.72% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=1 cd=2 close_eod=0 confirm=0
27. tr= 501 win= 43.5% pnl=   -1176.0 dd=  9717.5 pnl/dd= -0.12 roi= -1.18% dd%=  9.72% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=2 cd=2 close_eod=0 confirm=0
28. tr= 503 win= 43.5% pnl=   -1254.9 dd=  9622.2 pnl/dd= -0.13 roi= -1.25% dd%=  9.62% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=2 cd=2 close_eod=0 confirm=0
29. tr= 503 win= 43.5% pnl=   -1254.9 dd=  9622.2 pnl/dd= -0.13 roi= -1.25% dd%=  9.62% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=1 cd=2 close_eod=0 confirm=0
30. tr= 512 win= 43.6% pnl=   -1216.4 dd=  8669.6 pnl/dd= -0.14 roi= -1.22% dd%=  8.67% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=0 cd=0 close_eod=0 confirm=1
31. tr= 512 win= 43.6% pnl=   -1216.4 dd=  8669.6 pnl/dd= -0.14 roi= -1.22% dd%=  8.67% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=1 cd=0 close_eod=0 confirm=1
32. tr= 512 win= 43.6% pnl=   -1231.1 dd=  8667.2 pnl/dd= -0.14 roi= -1.23% dd%=  8.67% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=0 max_open=1 | tod=9-16 ET skip=2 cd=0 close_eod=0 confirm=1
33. tr= 544 win= 42.6% pnl=   -1178.3 dd=  7757.3 pnl/dd= -0.15 roi= -1.18% dd%=  7.76% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=1 cd=0 close_eod=0 confirm=0
34. tr= 544 win= 42.6% pnl=   -1259.0 dd=  7756.6 pnl/dd= -0.16 roi= -1.26% dd%=  7.76% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=2 cd=0 close_eod=0 confirm=0
35. tr= 510 win= 43.1% pnl=   -1802.6 dd= 10598.5 pnl/dd= -0.17 roi= -1.80% dd%= 10.60% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=2 cd=0 close_eod=0 confirm=0
36. tr= 510 win= 43.1% pnl=   -1802.7 dd= 10598.5 pnl/dd= -0.17 roi= -1.80% dd%= 10.60% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=2 max_open=1 | tod=9-16 ET skip=1 cd=0 close_eod=0 confirm=0
37. tr= 509 win= 42.8% pnl=   -1975.2 dd= 10702.1 pnl/dd= -0.18 roi= -1.98% dd%= 10.70% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=1 cd=0 close_eod=0 confirm=0
38. tr= 509 win= 42.8% pnl=   -1975.5 dd= 10702.1 pnl/dd= -0.18 roi= -1.98% dd%= 10.70% stacked stop+flip | EMA=4/9 confirm=0 | regime=off | perm=v34 | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=2 cd=0 close_eod=0 confirm=0
39. tr= 503 win= 42.1% pnl=   -1761.9 dd=  9501.1 pnl/dd= -0.19 roi= -1.76% dd%=  9.50% stacked stop+flip | EMA=5/13 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=1 cd=2 close_eod=0 confirm=0
40. tr= 557 win= 43.8% pnl=   -1606.5 dd=  8547.8 pnl/dd= -0.19 roi= -1.61% dd%=  8.55% stacked stop+flip | EMA=3/7 confirm=0 | regime=off | perm=off | tod=9-16 ET skip=0 cd=0 close_eod=0 | SL=0.0060 hold=4 max_open=1 | tod=9-16 ET skip=0 cd=2 close_eod=0 confirm=0
