window	bars	tr_pct_mean	tr_pct_median	tr_pct_p90	tr_pct_p95	tr_pct_p99	hl_pct_mean	abs_ret_pct_mean	tr_ratio_5_20_mean	tr_ratio_5_20_median	tr_ratio_5_20_p90	tr_ratio_5_20_p95	tr_ratio_5_50_mean	tr_ratio_5_50_median	atr_fast_pct_mean	atr_fast_pct_median	atr_fast_pct_p90	atr_fast_pct_p95	atr_ratio_5_50_mean	atr_ratio_5_50_median	shock_on_share_hysteresis	shock_trigger_share_now	shock_ready_bars
full_10y	2650449	0.049466539217355235	0.0	0.12828736369467333	0.17072129748185721	0.32051282051282504	0.04122207217835529	0.0273612088106953	0.7555840737184396	0.8704643136701351	1.3374393768883566	1.7265414810607018	0.8320815257427732	0.8281879458991857	0.04946699364129561	0.03380564474007983	0.11142320694617129	0.14476025668912326	0.8910722810565933	0.857773437914808	3.659824932085723e-05	1.8865076969514034e-05	2650400
old_8y	1939173	0.04791011744179489	0.0	0.1266624445851778	0.15906680805937967	0.28818443804033966	0.04032779829119143	0.025562653153233528	0.7331204980088871	0.8679160820102183	1.3004544377449396	1.7025206984317753	0.8147624264160612	0.8285524961029074	0.04791086245810282	0.03616943124636941	0.10809356903968023	0.13688468982429916	0.8806726018791615	0.862357776933705	1.495520657781555e-05	3.6098774498175467e-06	1939124
recent_2y	711276	0.05370985838430597	0.0267451190157743	0.1371271854645154	0.1935827940924006	0.40800336439422835	0.04366015778310189	0.0322646622822065	0.8168265909571492	0.8764079072410742	1.4193374006466153	1.7754043434419124	0.8792979103289853	0.8272782002798822	0.05370941335526594	0.030688971673535695	0.1239490248996165	0.16992419950218263	0.9194245205321762	0.8460279457546211	9.560283209330837e-05	6.045473205900382e-05	711276
recent_1y	356910	0.0669905628469203	0.03269042170644512	0.16253555465257777	0.23466309084813505	0.5089903819334155	0.055939796961746474	0.04019239747795653	0.8755115869919313	0.9081053288308183	1.4045052823167783	1.704223202628421	0.9206609664813005	0.8649803691494211	0.0669887277189344	0.04044780710939992	0.1476469127896786	0.21285861029956338	0.9474870906707433	0.8746323954195006	0.00017371326104620213	0.00011487489843377883	356910
crash_2026_jan_feb	42960	0.20603553086595014	0.1352813852813968	0.41399825612428864	0.5717673387875551	1.137868861794193	0.19609073639724306	0.11557686589907781	0.9745248579011392	0.9534666593049872	1.245519993395452	1.368430818483978	0.9751568254831091	0.9136096901272055	0.20602802651758678	0.14442714724595407	0.40655071704509965	0.5465735176831715	0.9743614083353196	0.9007635349459056	0.0013035381750465549	0.000931098696461825	42960
